,text_id,reader_id,lang,spearman_r,spearman_p,measures,layers
22569,11,it_25,it,0.027708827398180945,0.7638601595002735,Gaze duration,First
22570,11,it_25,it,0.02482358410605684,0.7878342977572924,Gaze duration,Middle
22571,11,it_25,it,0.011572448549865043,0.9001695831374508,Gaze duration,Last
22572,11,it_26,it,-0.07873915744317667,0.3926373418791067,Total fixation duration,First
22573,11,it_26,it,-0.004303599478189014,0.9627919149170909,Total fixation duration,Middle
22574,11,it_26,it,0.0031406526936298466,0.9728419827022987,Total fixation duration,Last
22575,11,it_26,it,-0.051002528443780476,0.5801148066836608,Gaze duration,First
22576,11,it_26,it,-0.0688158091318185,0.45516316258225564,Gaze duration,Middle
22577,11,it_26,it,-0.060703036652708146,0.5101423686201207,Gaze duration,Last
22578,11,it_28,it,0.010977120047487734,0.9052806862730172,Total fixation duration,First
22579,11,it_28,it,-0.03510162169912983,0.7034914723949642,Total fixation duration,Middle
22580,11,it_28,it,0.0135737453882338,0.8830188796434195,Total fixation duration,Last
22581,11,it_28,it,-0.016782223749048822,0.8556387486057082,Gaze duration,First
22582,11,it_28,it,-0.010746634324932346,0.9072605390014883,Gaze duration,Middle
22583,11,it_28,it,-0.013423682094980533,0.8843031165136338,Gaze duration,Last
22584,11,it_29,it,-0.06879325222664502,0.4553113156391294,Total fixation duration,First
22585,11,it_29,it,0.09463458398068701,0.30388930537852293,Total fixation duration,Middle
22586,11,it_29,it,0.08451414846044981,0.35874500787766495,Total fixation duration,Last
22587,11,it_29,it,-0.13695933486132167,0.13579112953985384,Gaze duration,First
22588,11,it_29,it,0.05006775512256175,0.5870851761847609,Gaze duration,Middle
22589,11,it_29,it,0.0821491964383438,0.37239880828946115,Gaze duration,Last
22590,11,it_30,it,-0.11099210725051409,0.22748443821999367,Total fixation duration,First
22591,11,it_30,it,0.1558462979161786,0.08917916870909552,Total fixation duration,Middle
22592,11,it_30,it,0.18452624911390308,0.04363432958408652,Total fixation duration,Last
22593,11,it_30,it,-0.08910431531123768,0.33314479050949186,Gaze duration,First
22594,11,it_30,it,0.05574588726659307,0.5453488814933286,Gaze duration,Middle
22595,11,it_30,it,0.03744469625462089,0.6847167679902489,Gaze duration,Last
22596,11,it_31,it,-0.004745925539959085,0.9589708240425362,Total fixation duration,First
22597,11,it_31,it,-0.08910440407097671,0.3331443070190002,Total fixation duration,Middle
22598,11,it_31,it,0.007254585594438924,0.9373195868211,Total fixation duration,Last
22599,11,it_31,it,-0.02980115937767374,0.7466118305166691,Gaze duration,First
22600,11,it_31,it,-0.046011737490993285,0.6177638325870918,Gaze duration,Middle
22601,11,it_31,it,0.03244203269555516,0.7250201375807916,Gaze duration,Last
22602,11,it_32,it,-0.02740254474715678,0.7663949930450137,Total fixation duration,First
22603,11,it_32,it,0.18605655620559036,0.04188952721300852,Total fixation duration,Middle
22604,11,it_32,it,0.23303831844655265,0.01042346775190365,Total fixation duration,Last
22605,11,it_32,it,-0.07295448515344344,0.42843800132908105,Gaze duration,First
22606,11,it_32,it,0.0504871231767575,0.5839533190249184,Gaze duration,Middle
22607,11,it_32,it,0.03540089918900141,0.701083152668896,Gaze duration,Last
22608,11,it_33,it,-0.12066031430735934,0.18927245962701897,Total fixation duration,First
22609,11,it_33,it,0.14794046299192307,0.10684664403294394,Total fixation duration,Middle
22610,11,it_33,it,0.13548860931999115,0.14008326521723904,Total fixation duration,Last
22611,11,it_33,it,-0.0497411890715317,0.5895292892076391,Gaze duration,First
22612,11,it_33,it,0.08920073841507588,0.3326198198661433,Gaze duration,Middle
22613,11,it_33,it,0.07631898313385156,0.40739241855027963,Gaze duration,Last
22614,11,it_34,it,-0.19915161967911463,0.02920895177248998,Total fixation duration,First
22615,11,it_34,it,0.2363727024789856,0.009344892583121156,Total fixation duration,Middle
22616,11,it_34,it,0.33395427670955763,0.0001933121146944858,Total fixation duration,Last
22617,11,it_34,it,-0.049211762757783974,0.5935014751522675,Gaze duration,First
22618,11,it_34,it,0.047269789548001075,0.6081741982611979,Gaze duration,Middle
22619,11,it_34,it,0.08911111897458027,0.3331077310104208,Gaze duration,Last
22620,11,it_35,it,-0.06988364612309662,0.4481803784833961,Total fixation duration,First
22621,11,it_35,it,-0.03163477308793612,0.7315982930128091,Total fixation duration,Middle
22622,11,it_35,it,0.016089198870566326,0.8615394480982135,Total fixation duration,Last
22623,11,it_35,it,0.015685211995339586,0.8649827037937459,Gaze duration,First
22624,11,it_35,it,-0.025867880169163686,0.7791327670059051,Gaze duration,Middle
22625,11,it_35,it,-0.01816989454425697,0.8438477858378273,Gaze duration,Last
